lyrics,tags,pos,year,title,artist,color,hue_0,hue_1,hue_2,rgb,random_rgb,spotify_uri
"Darlin' you can count on me 
Till the sun dries up the sea 
Until then I'll always be devoted to you 

I'll be yours through endless time 
I'll adore your charms sublime 
Guess by now you know that I'm devoted to you 

I'll never hurt you, I'll never lie 
I'll never be untrue 
I'll never give you reason to cry 
I'd be unhappy if you were blue 

Through the years my love will grow 
Like a river it will flow 
It can't die because I'm so devoted to you 

I'll never hurt you, I'll never lie 
I'll never be untrue 
I'll never give you reason to cry 
I'd be unhappy if you were blue 

Through the years my love will grow 
Like a river it will flow 
It can't die because I'm so devoted to you",['classic pop and rock'],88,1958,Devoted to You,Everly Brothers,blue,240,1,1,"(0, 0, 255)","rgb(18, 10, 241)",4FrMb1ckGBrhARbHySQKx5
"I'm just a lonely boy
Lonely and blue
I'm all alone
With nothin' to do

I've got everything
You could think of
But all I want 
Is someone to love

Someone, yes someone to love
Someone to kiss
Someone to hold
At a moment like this

I'd like to hear
Somebody say
I'll give you my love
Each night and day

I'm just a lonely boy
Lonely and blue
I'm all alone
With nothin' to do

I've got everything
You could think of
But all I want 
Is someone to love

Somebody, somebody, somebody, please
Send her to me
I'll make her happy
Just wait and see

I've prayed so hard
To the heavens above
That I might find
Someone to love

I'm just a lonely boy
Lonely and blue
I'm all alone
With nothin' to do

I've got everything","['canadian', 'easy listening soundtracks and musicals']",5,1959,Lonely Boy,Paul Anka,blue,240,1,1,"(0, 0, 255)","rgb(18, 18, 255)",4kh2S9hRpPvoF9JkwZcYGN
"Evening shadows make me blue
When each weary day is through
How I long to be with you, my happiness

Every day I reminisce
Dreaming of your tender kiss
Always thinking how I miss my happiness

A million years it seems
Have gone by since we shared our dreams
But I'll hold you again
There'll be no blue memories then

Whether skies are gray or blue
Any place on earth will do
Just as long as I'm with you, my happiness

Whether skies are gray or blue
Any place on earth will do
Just as long as I'm with you, my happiness","['american', 'pop']",39,1959,My Happiness,Connie Francis,blue,240,1,1,"(0, 0, 255)","rgb(0, 4, 245)",3Caxz7mxX1pTWlxCYH1aV3
"What a difference a day made
Twenty-four little hours
Brought the sun and the flowers
Where there used to be rain

My yesterday was blue, dear
Today I'm a part of you, dear
My lonely nights are through, dear
Since you said you were mine

Lord, what a difference a day made
There's a rainbow before me
Skies above can't be stormy
Since that moment of bliss
That thrilling kiss

It's heaven when you
Find romance on your menu
What a difference a day made
And the difference is you","['american', 'blues', 'classic pop and rock', 'death by overdose', 'death by sleeping pills', 'jazz', 'rhythm & blues', 'rnb', 'standards', 'traditional pop', 'vocal jazz']",45,1959,What A Diff'rence A Day Makes,Dinah Washington,blue,240,1,1,"(0, 0, 255)","rgb(0, 0, 255)",66iKqUazBbTlAEjcZrpDkD
"We went one day about a month ago (ha ha ha) to have a little fun (ah ha) in Mexico.
We ended up in a gambling spot (ha ha ha) where the liquor flowed and the dice were hot.

So, here we are in the Tijuana jail. Ain't got no friends to go our bail.
So, here we'll stay 'cause we can't pay. Just send our mail to the Tijuana jail.

I was shooting dice, raking in the dough (long green) and then I heard a whistle blow.
We started to run when a man in blue said, ""Senor, come with me 'cause I want you.""

So, here we are in the Tijuana jail. Ain't got no friends to go our bail.
So, here we'll stay 'cause we can't pay. Just send our mail to the Tijuana jail.

Just five hundred dollars and they'll set us free. I couldn't raise a penny if they threatened me.
I know five hundred don't sound like much (cheap), but just try to find somebody to touch.

So, here we are in the Tijuana jail. Ain't got no friends to go our bail.
So, here we'll stay 'cause we can't pay. Just send our mail to the Tijuana jail.
So, here we are in the Tijuana jail. Ain't got no friends to go our bail.
So, here we'll stay 'cause we can't pay. Just send our mail to the Tijuana jail.",['folk'],77,1959,The Tijuana Jail,Kingston Trio,blue,240,1,1,"(0, 0, 255)","rgb(0, 0, 255)",4adwiDSem8c2jgiy66Bcsv
"The tears I cried for you could fill an ocean
But you don't care how many tears I cry
And though you only lead me on and hurt me
I couldn't bring myself to say goodbye

'Cause everybody's somebody's fool
Everybody's somebody's plaything
And there are no exceptions to the rule
Yes, everybody's somebody's fool

I told myself it's best that I forget you
Though I'm a fool at least I know the score
Yet darlin' I'd be twice as blue without you
It hurts but I come runnin' back for more

'Cause everybody's somebody's fool
Everybody's somebody's plaything
And there are no exceptions to the rule
Yes, everybody's somebody's fool

Someday you'll find someone you really care for
And if her love should prove to be untrue
You'll know how much this heart of mine is breaking
You'll cry for her the way I've cried for you

Yes, everybody's somebody's fool
Everybody's somebody's plaything
And there are no exceptions to the rule
Yes, everybody's somebody's fool","['american', 'pop']",11,1960,Everybody's Somebody's Fool,Connie Francis,blue,240,1,1,"(0, 0, 255)","rgb(17, 0, 255)",0d8FE2qM1lDEv5TI8VuivT
"Thought I was in love before
And then you moved in next door
Pretty blue eyes, pretty blue eyes

All the guys from the neighborhood
Keep sayin' you sure look good
With your blue eyes, pretty blue eyes

Saw you from my window
My heart skipped a beat
Gonna sit by your doorstep
So that I can meet

Pretty blue eyes, please come out today
So I can tell you what I have to say
That I love you, love you
Pretty blue eyes

Saw you from my window
My heart skipped a beat
Gonna sit by your doorstep
So that I can meet

Pretty blue eyes, please come out today
So I can tell you what I have to say
That I love you, love you
Pretty blue eyes


Pretty blue eyes","['big band', 'swing', 'traditional pop']",39,1960,Pretty Blue Eyes,Steve Lawrence,blue,240,1,1,"(0, 0, 255)","rgb(0, 14, 236)",7HDyKTm5e7XV6qszYSSlku
"We used to have good times together
But now I feel them slip away
It makes me cry to see love die
So sad to watch good love go bad

Remember how you used to feel dear
You said nothing could change your mind
It breaks my heart, to see us part
So sad to watch good love go bad

Is it any wonder that I feel so blue
When I know for certain that I'm losing you

Remember how you used to feel dear
You said nothing could change your mind
It breaks my heart to see us part
So sad to watch good love go bad

So sad to watch good love go bad",['classic pop and rock'],70,1960,So Sad,Everly Brothers,blue,240,1,1,"(0, 0, 255)","rgb(0, 0, 237)",1Eo6eH8Yppywb6nkWDhB1b
"Anytime you're feeling low
And you got no place to go
You don't have to be blue
Here's all you gotta do

Call me on the telephone
Tell me that you're all alone
And I'll come a runnin' to you
Baby thats all you gotta do

All you gotta do when you're lonesome
Is to call on me
And I'll come a runnin' to you
As a fast as I can

I'll love and squeeze you uh huh huh
I'll try to please you
Cause baby I want you to be my lovin' man

I've been waiting for the chance
Needing you to start a romance
And if you feel the same way too
Here's all you gotta do

Tell me just a how you feel
Tell me that your love is real
And I'll give my heart to you
Baby thats all you gotta do

All you gotta do when you're lonesome
Is to call on me
And I'll come a runnin' to you
As a fast as I can

I'll love and squeeze you uh huh huh
I'll try to please you
Cause baby I want you to be my lovin' man

I've been waiting for the chance
Needing you to start a romance
And if you feel the same way too
Here's all you gotta do

Tell me just a how you feel
Tell me that your love is real
And I'll give my heart to you
Baby thats all you gotta do","['american', 'classic pop and rock', 'country', 'pop', 'rock']",71,1960,That's All You Gotta Do,Brenda Lee,blue,240,1,1,"(0, 0, 255)","rgb(0, 14, 255)",1aTHBOr0V8XnbgHSRPyJtg
"There's nothing left for me
Of days that used to be
They're just a memory
Among my souvenirs
Some letters sad and blue
A photograph or two
I see a rose from you
Among my souvenirs
A few more tokens rest
Within my treasure chest
And, though they do their best
To give me consolation,
I count them all apart
And, as the teardrops start,
I find a broken heart
Among my souvenirs
I count them all apart
And, as the teardrops start,
I find a broken heart
Among my souvenirs","['american', 'pop']",73,1960,Among My Souvenirs,Connie Francis,blue,240,1,1,"(0, 0, 255)","rgb(19, 12, 255)",1tM2BQzEMJ5f9siQ9ZjM6P
"I've been made blue
I've been lied to
When will I be loved

I've been turned down
I've been pushed 'round
When will I be loved

When I meet a new girl that I want for mine
She always breaks my heart in two
It happens every time

I've been cheated
Been mistreated
When will I be loved

When I meet a new girl that I want for mine
She always breaks my heart in two
It happens every time

I've been cheated
Been mistreated
When will I be loved
When will I be loved
When will I be loved",['classic pop and rock'],91,1960,When Will I Be Loved,Everly Brothers,blue,240,1,1,"(0, 0, 255)","rgb(1, 0, 255)",27TC9sT6A3Tr29O9Ya3xWL
"Don't worry 'bout me, it's all over now
Though I may be blue, I'll manage somehow.
Love can't be explained, can't be controlled
One day it's warm, next day it's cold.

Don't pity me, 'cause I'm feeling blue
Don't be ashamed it might happen to you.
Oh, oh, oh, oh, oh, love, kiss me 
One time then go love, I'll understand
Don't worry 'bout me.

Sweet, sweet, sweet, love will I want you to be
As happy as I when you love me
I'll never forget you your sweet memory it's all over now Don't worry bout me.

When one heart tells one heart, one heart goodbye
One heart is free, one heart will cry
Oh, oh, oh, oh, oh sweet, sweet baby, sweet baby, sweet
It's all right don't worry 'bout me...","['american', 'death by heart surgery']",28,1961,Don't Worry,Marty Robbins,blue,240,1,1,"(0, 0, 255)","rgb(4, 17, 255)",0dPfKBYyPmoSfoLJqeKAs4
"Oh … you know, you know, you know, you know … 

You must a been a beautiful baby
You must a been a beautiful child 
When you were only startin'
To go to kindergarten 
I bet you drove those other childs wild!

Oh yeah … oh yeah … oh yeah … 
An' when it came to winnin' blue ribbons
Well ... I bet you taught the other kids how 
Well, I can see the judge's eyes
As they handed you the prize
I bet you took the cutest bow! 

Yeah! You must a been a beautiful baby
'cause baby won't you look at you now. 

Oh yeah ... oh yeah ... oh yeah ... 

You must a have been a beautiful baby
You must a have been a beautiful child
When you were only startin'

To go to kindergarten
I know you drove the other childs wild.
An' I wasn't even there.

An' when you came to winnin' blue ribbons
Hey … I know you taught those other kids how
Well, I can see the judge's eyes
As they handed you the prize
I know you made the cutest bow! 

Yeah! You must a been a beautiful baby
‘cause baby won't you look at you now. 
Oh, I mean … I mean … oh, beautiful …
Oh, beautiful ...
Oh, beautiful ...

Oh, beautiful ...
Oh, beautiful ...
Oh, beautiful ...

Aah, I know you're beautiful … too beautiful for words ...","['big band', 'brill building', 'death by blood poisoning', 'easy listening soundtracks and musicals', 'folk', 'pop', 'rock', 'rock & roll', 'rock and roll', 'standards', 'teen pop', 'traditional pop']",99,1961,You Must Have Been A Beautiful Baby,Bobby Darin,blue,240,1,1,"(0, 0, 255)","rgb(8, 3, 255)",1ATiocRsFUbrnEFhb5Y4y9
"(I can't stop loving you)
I've made up my mind
To live in memories
Of the lonesome times

(I can't stop wanting you)
It's useless to say
So I'll just live my life
In dreams of yesterdays (dreams of yesterdays)

Those happy hours
That we once knew
Though long ago
They still make me blue

They say that time
Heals a broken heart
But time has stood still
Since we've been apart

(I can't stop loving you)
I've made up my mind
To live in memories
All the lonesome time

(I can't stop wanting you)
It's useless to say
So I'll just live my live
In dreams of yesterdays

(Those happy hours) Those happy hours
(That we once knew) That we once knew
(Though long ago) Though long ago
(Still make me blue) Still make me blue

(They say that time) They say that time
(Heals a broken heart) Heals a broken heart
(But time has stood still) Time has stood still
(Since we've been apart) Since we've been apart

(I can't stop loving you)
I said I've made up my mind
To live in memories
All the lonesome time
Sing the song, children

(I can't stop wanting you)
It's useless to say
So I'll just live my life
Of dreams of yesterdays (of yesterdays)","['american', 'blues', 'classic pop and rock', 'country', 'country blues', 'country soul', 'death by lung cancer', 'gospel', 'jazz', 'live in concert', 'piano blues', 'pop', 'rhythm & blues', 'rnb', 'soul', 'soul blues', 'soul jazz', 'the way i feel', 'vocal jazz']",2,1962,I Can't Stop Loving You,Ray Charles,blue,240,1,1,"(0, 0, 255)","rgb(4, 6, 236)",79nJj5dMyTsUzKvN5jUXsJ
